transaction_id,bank_id,customer_id,transaction_amount,transaction_date
5e19e40c-c3c5-4858-898b-af5743d4bdbe,BANK_8,0dfe1c22-5449-4124-a0c6-3a55a043044b,4294.85,2025-08-28 12:40:18
953b0711-6a7a-4966-aeca-8faf5ccccac7,BANK_9,1b9c8bb7-5cf3-4a42-a283-f330eb6c032e,2922.27,2025-09-04 06:59:57
35b45025-826b-4611-bba6-163a3195bc28,BANK_2,ec88356d-d45c-4ab8-bec3-92d6a6b25c83,1794.94,2025-09-04 21:14:20
fd1f0285-bc24-422c-a1d8-f4997fc06b15,BANK_2,a21c0afe-cf73-4bb6-a10b-c271cdaf6c73,1977.63,2025-08-26 00:13:40
7eb90ad3-f4de-489d-b7ec-ef030cd92a59,BANK_2,efc8bd90-fc2e-4f43-a7cc-c4d5b2d9e969,4056.87,2025-08-18 07:20:38
bf68c82e-44d0-421d-ac60-1a496700bf96,BANK_7,e8b33ec2-3ade-4236-9adb-7d542ef3b978,1132.32,2025-08-16 17:43:27
51139e76-544c-471c-b500-2bc2eaa0db76,BANK_5,356133c6-9985-4e55-8e1e-c37d099993a6,2056.48,2025-08-25 02:34:26
056cff2f-ec1f-42e9-814a-e9fe3fc49c3b,BANK_10,d3b5ddd0-4529-403e-99e2-e96465b3f07b,4756.1,2025-08-18 11:26:42
1c79670e-7aad-4498-8f9b-7a4081750ac1,BANK_1,fa1972c2-d97a-40ba-854b-7eed9511d810,2327.04,2025-09-06 09:17:14
505026ef-b774-4b27-982f-ddb9bfbf617f,BANK_10,f1dc4a71-4362-435d-8012-bd1e3525b9f4,4551.22,2025-08-17 21:44:21
d59cd1b6-b6cb-463b-94bc-cd381fb178ec,BANK_1,cf80a6b2-f8a2-4cd3-9759-28520af641b1,2046.06,2025-08-17 21:09:52
149163cb-da9f-4b1d-9f80-2d335086453d,BANK_2,0b5ab08a-f31c-4ca9-a839-94a05be196cd,2528.81,2025-08-14 00:06:46
3492c3d8-7613-4364-b9a9-329a7c2582a4,BANK_1,e861b418-93a9-4847-a3bc-dc00af19f011,519.69,2025-08-26 06:52:45
c9583958-aecd-44ce-b77e-4d73d3a747ea,BANK_8,3ca6d310-05ad-44d7-b1fd-27dd6dbe5ecb,1290.71,2025-09-02 12:34:06
45245be6-5658-4b3d-807f-734d86f7c797,BANK_8,9ea91e97-d15d-455c-ba94-224d50b60026,2825.23,2025-09-07 01:47:32
8b84e52a-85ca-4688-ac47-5ac74b2a957b,BANK_6,daa480ff-b6c8-4a04-af7e-cf9bedd7656c,279.33,2025-09-06 01:54:54
016a6925-3ac7-49c1-bf96-d61915f732ee,BANK_7,906104db-9899-4bf4-9051-97e95a118c9a,3378.54,2025-08-18 07:00:37
fd1676ee-244a-4b98-957c-3fb845716fb7,BANK_2,e23f5a32-2284-4a1c-9cf1-3040a32d355c,2931.06,2025-09-01 19:17:11
aa3dd36c-fdfd-42b7-a3ef-00004495d49c,BANK_10,de907c2c-822c-4eac-90cf-61aa6cd49ceb,1963.46,2025-08-15 19:20:32
5bf4d9bf-ceaf-446c-8030-4a23ceee3cb6,BANK_10,b50bcc04-6264-477a-a9eb-ca97512fe4e2,1005.12,2025-08-23 17:48:29
cbb7a332-1323-415d-8ccb-cda359e9a62e,BANK_1,3b1aa4da-75d0-4415-8721-7167cc27e95b,1515.7,2025-08-21 23:12:48
0ff2420a-5419-4892-bf50-a8789965c104,BANK_4,d113ff1b-80f9-43ff-b583-501d8fe266d6,3684.58,2025-08-13 10:47:50
a61ab4de-ffb8-4ca2-895b-5851bec975b7,BANK_5,492e5900-45f4-420c-b345-fc434965fc92,818.79,2025-08-25 03:36:19
a3907c99-cb28-4a2a-a081-803e1e26db5c,BANK_4,c9ade2b7-e165-4285-b3ff-b738b682f899,4106.73,2025-09-02 16:53:46
fdc7eaef-1194-494c-b85e-bbdd5728351f,BANK_4,87e61add-5250-4c51-8f89-abb708e1d18b,1757.29,2025-08-24 02:30:02
28ee9f61-62c5-44f8-9a93-8bc34c2f2dc1,BANK_6,315fd436-3e95-4808-b234-297c57baa97a,3938.89,2025-08-24 08:35:46
7c1be1be-258a-4eea-803e-05fd63b0abd8,BANK_3,b7d8820c-a37a-4233-bbdf-88a017c115f4,2540.24,2025-08-28 14:27:26
25136a18-3a73-4579-9bd3-a76ba73c53d1,BANK_2,da037b4f-821f-443b-a773-0115643156ec,1425.78,2025-08-16 11:50:45
007da316-ac96-4054-b832-8727b803a82e,BANK_2,cba23d46-9b7d-475f-ad80-01ff965da5ee,73.62,2025-09-04 15:34:17
1da1cd12-4301-4bba-94b5-e6ec80db2ee6,BANK_6,a2a0e6e9-bb2f-4315-8ca9-e23c9ae4937f,4518.74,2025-08-09 21:00:12
3275eaec-678f-48bf-83d8-6cae551ddb40,BANK_4,d75e28a2-3a83-4697-b625-366f30d356c1,742.74,2025-08-26 01:22:22
fda6268b-ebd9-42a2-bc36-93abf75faec9,BANK_10,51f87e89-6e2d-45e0-a64a-8f32e0e43447,405.77,2025-09-02 03:54:45
0e17aa43-fa85-4be3-8aef-2a15be6dadd7,BANK_3,4e4a5ee2-71d0-4391-b68c-a0a4070dfaac,4302.32,2025-08-19 15:31:16
1fb0c3c0-3bff-474f-8d53-3840a237757b,BANK_10,d8f44aeb-cbb0-4c3b-941c-52bf20746114,1528.68,2025-09-01 22:16:56
94abd6d1-d180-45f6-8553-611b308dafc5,BANK_10,a84f4aea-b2f7-43e5-b091-c91ae627d5af,4405.56,2025-08-27 23:51:58
b30773aa-055f-4f2d-80eb-56dc57bd3c52,BANK_3,8afa98ff-11d1-4184-af3d-e82b723fa32e,3317.82,2025-08-18 13:21:47
df2a25db-0ca6-4ead-9fa4-fd20a1aae9e3,BANK_4,dd166c7e-6b07-4488-99cb-66eab204b74f,670.56,2025-08-13 06:56:34
e169812f-0800-4d3a-adc1-09f3f5b2f44d,BANK_5,2bb483f1-2d0d-4ee4-b4f6-4a167ae2d663,4947.37,2025-09-04 19:46:30
36faaf6e-de6c-4a11-b568-0ed93ec94954,BANK_7,d7fafc9e-ad07-45ae-9712-1b8fb07cf57f,454.42,2025-09-07 04:51:50
a5fd7614-f61f-43d7-8279-fc2157a6e877,BANK_3,78c99b17-d961-4afa-9d00-5ab7efe51ec8,3845.61,2025-08-21 20:31:52
901530c6-a030-4b07-b4ac-44f52a541024,BANK_6,a12bc881-fed6-4d7b-87fa-e8457e499afe,4911.83,2025-08-23 01:37:50
06d9c7fa-a1d0-41b2-be48-6c4acf11dacb,BANK_6,13032d44-556e-48fe-bce8-7c348ffc03fa,1052.92,2025-08-12 20:18:32
c22145c7-86a9-4d67-9b56-e63740dc6f10,BANK_8,b91af569-fe18-4de5-a8c1-2e36f6042505,45.38,2025-09-01 23:50:52
884b20a6-551e-4b5c-84b4-cf4581fe8f1d,BANK_3,2dc30ac8-64e8-44f1-b89a-3585220a42b9,3345.22,2025-08-14 17:37:31
7d14b8aa-187a-417d-88af-aa3af136ddef,BANK_5,48167a8e-8457-4509-8629-e916540207a2,2020.13,2025-08-14 03:50:33
71e2be40-c3d1-47d3-99f8-9e89a1ad2b0c,BANK_6,3354710e-a5e0-463c-bcc6-fa482182a247,3253.65,2025-09-02 00:03:41
21e3e55c-d4f2-4a92-8327-f054f9c14e08,BANK_7,a933eb02-b474-49a2-b5f3-d4910ad197e8,1545.17,2025-09-05 08:30:16
fbbe56c9-ffc0-4f2a-b56a-d33c06e7b45c,BANK_6,b0655377-e9c1-4476-b9e5-3ebb7a1cf4bd,651.99,2025-08-29 20:17:07
9e706cdd-db55-4771-b108-9416b69586b7,BANK_9,13dd7928-4e07-4c25-a11d-f8bee860e25e,3665.91,2025-08-30 09:49:45
9db225c3-4a91-44f5-863f-97eaaba2b445,BANK_6,e4e6d1b9-9960-4b7d-afc1-80fcbdf10075,4266.17,2025-08-22 12:14:12
5e720cef-fc98-4b4e-8617-0f1b541eb7c1,BANK_7,f9ab353f-deea-43c7-8a89-ec0869c51cca,450.72,2025-08-31 02:18:16
b1e9b206-246e-4c2b-976a-405007741f8e,BANK_7,2fc29721-5703-42bf-800b-a8bf1679142e,37.15,2025-08-15 07:31:10
e8354560-d5dc-46a5-8409-208ca32a4108,BANK_4,7b8bb618-413f-4827-a3eb-05f210e00b6c,1290.02,2025-08-24 14:12:06
936dd87f-96db-4057-89c1-fb75ab418fd0,BANK_4,2d5b8e52-d3a0-486e-9cd9-d7b4558d123d,3217.56,2025-09-03 10:06:15
69bf523c-d082-4848-b47a-59d1b13183f9,BANK_5,68a5300c-f479-4b45-bead-5689e619b339,38.37,2025-08-26 05:19:00
bf44d771-8db4-4bba-a436-f4b78aa29a27,BANK_7,12d41305-11e9-4325-9e04-26936b964467,1191.48,2025-08-19 08:27:47
d6a85139-27ba-44cd-8ec2-8183405b1295,BANK_8,abbead6a-58c9-45a5-a823-adc640fc0182,3433.78,2025-08-30 13:20:39
c56f384b-36c2-4ce2-afce-1ff6fbd2c6f3,BANK_9,4c3dbce9-afa8-4fbc-a0b3-cdb637abeed4,2751.29,2025-09-06 14:19:09
7810d9aa-2a77-4477-a09b-2f8c90cf7b21,BANK_7,04bbbd62-f7c1-43ac-a401-45013b651e82,515.31,2025-08-22 15:30:29
07a91c72-8611-4f35-a8ad-3acd664b482f,BANK_3,e61bffe4-ba51-47dc-9876-75942eb3f679,2668.59,2025-08-09 16:17:11
b16454bd-3651-419b-af6b-b7cf90eee55c,BANK_8,4c3f68b2-4054-4fc2-bc46-ed72fe1116a6,1564.64,2025-08-08 15:40:56
fea1474d-2ebf-4d60-9d1b-48ca6572b1ff,BANK_3,45b3d821-6a1f-4a2b-a80e-c35624db4a5e,1751.7,2025-08-15 19:41:35
880733db-1672-4b65-9f00-9b08c1a0a17c,BANK_4,3e829f38-9439-47fe-9968-dd2a6f3d6610,4078.14,2025-08-27 23:25:53
6f00be5f-9bac-4116-8bc5-b40078c3a833,BANK_5,7ae8a4ff-dfd4-4093-9685-7c834ff1dbde,1672.44,2025-08-31 17:24:52
28fd3ec7-94c0-42c4-9e80-c311eaedcc8b,BANK_4,10a769e8-decb-44d5-bc6b-ec15729337f3,794.51,2025-08-31 15:55:50
13f5066e-0560-438d-af1f-3ef021695339,BANK_3,0fc8fc07-e74b-4d92-9dc5-0e25fea5514c,4466.54,2025-08-10 21:36:23
ef7aa8db-45f7-4e92-97ac-57c5e0592289,BANK_1,e4f8f10c-1679-4f1e-bf0c-5cea760b0897,4975.69,2025-08-12 13:38:06
df1f35af-3530-437c-82d7-6ceb860d0443,BANK_3,e7643221-d934-4d8b-8e5a-03ab77694f47,3458.72,2025-09-06 10:46:34
886aff00-1d1e-475d-828e-df7453f2bcee,BANK_9,bf4e0190-df46-4f1f-bc58-353e7f64f869,682.7,2025-08-18 00:01:22
990b1df9-fdc1-474c-845d-7b091d02b1b5,BANK_9,b65e3068-20cf-4d4c-80e6-e362439d5e0f,4806.36,2025-08-22 20:03:56
e8290c2c-c220-4f73-9176-0e7ba5a0c4b8,BANK_2,5ca10f49-1e4c-4427-926f-c2689bea27a5,4725.85,2025-09-07 06:13:06
407f1efd-14e4-4c3a-99ec-1afdd1355895,BANK_7,40109ad3-40c4-4904-83b8-528a2fd4e840,3395.56,2025-08-30 02:27:13
25f8d39d-4d2e-43fd-acc8-9a107a0b0f02,BANK_2,1aebeda5-0f29-4e06-a1a8-d8fa6dbae2be,540.54,2025-09-01 21:59:48
afaebb84-3f36-4af3-9328-96dd4ed2769a,BANK_3,d1b62ddd-e52c-4e15-8c2b-a520b8196f23,1385.45,2025-08-31 20:46:01
9fe5798d-f616-4136-ba30-110edd25fee8,BANK_5,fc7c04da-0e7b-411c-86b8-62079f2fc28b,1484.37,2025-08-09 12:09:21
b6a9cecf-448f-472a-b4ce-80163b3092d1,BANK_1,e7ddf48c-7733-4409-8f87-d090637cad7e,3173.97,2025-09-04 00:07:00
ebfb0c7e-2f8d-4aab-a7ff-145718b5450b,BANK_9,90670e5a-6361-4961-87aa-8cc2bd703d29,1983.85,2025-08-27 11:32:06
427db757-8d9c-41d2-9231-5c8a98d046d6,BANK_1,f6c4a8cf-1e01-4d6e-974a-db45ca40a99b,3879.09,2025-08-13 03:57:27
e5f6b2af-ea5e-4622-95e5-9ca156bbce39,BANK_7,4f63b1f0-3127-407a-8184-ccd389146fb9,3145.9,2025-08-09 10:12:38
bd900432-31ff-4fbf-a8f3-2a9200225424,BANK_1,427c8e0f-5fb4-47d5-ab8e-0cd6a936ab8a,561.59,2025-08-10 22:16:30
d4c593e9-0220-4e6c-afcd-3b2a567f9b2b,BANK_9,5c540eb6-f880-4eed-9589-86f68b48d159,4913.21,2025-09-01 03:17:39
c3179f7e-357a-43e6-a57a-7ab45d49113a,BANK_10,88f76594-d30c-41be-9bea-8f6a3921ae88,192.38,2025-08-28 20:33:24
6a47e807-77e8-4ae9-bac5-f95f2d7ab70b,BANK_7,218ace38-ac80-490b-8545-904c6c02fc73,2874.12,2025-08-19 01:29:56
cd746c95-7f21-454c-b02c-278cc43707e1,BANK_2,8308f503-e14a-459c-8339-1b35442c3976,4838.65,2025-08-11 16:25:40
a26f8040-d6c4-4e3e-a485-1ad3d1e26b63,BANK_8,2958cced-cce5-4c89-8ed8-ae8600f260e3,2098.1,2025-08-09 09:59:09
954bb38d-453d-4b04-b99e-f4b6d74423de,BANK_6,addf5b8c-ea4b-44c6-8b2c-5028aa53a377,4594.59,2025-08-19 20:46:13
1da6435a-ba7b-4161-b32e-a7bec302040b,BANK_4,5cf3dce0-51c8-413d-a61c-7d8b071973fb,1856.94,2025-08-19 15:36:20
d00da002-ec2a-4da4-858a-c01548f162c1,BANK_4,573c94bc-c979-436f-b121-01ef8ed98c3b,3834.52,2025-08-17 16:12:16
e6971d6a-0060-4f77-ae96-51d70e413a82,BANK_4,99bed9c3-c4c2-4b0d-9d07-fddae6634439,4292.39,2025-09-06 04:34:57
c2a56446-db21-4bda-9e10-7f5cf9b6323c,BANK_6,b2c3b682-e0a4-4186-8ef7-28a383c67fa3,3073.15,2025-08-20 23:02:27
3ec72d07-9621-45f7-81a3-5c2d4c865334,BANK_1,8fa23efe-24bb-405f-9e9f-1f50705dfa33,1832.45,2025-08-21 04:22:43
9563da02-0205-4262-9b79-3afc70fe00f9,BANK_7,f3d10bbf-3c0a-4ab7-8828-b0b429a05213,3335.5,2025-09-07 06:42:16
eb94b817-fc49-411b-a203-97f8db91cb94,BANK_2,7c0e1a4f-34cc-490d-b060-1bc17f7d7611,4312.0,2025-08-15 14:22:18
2fff4c63-85ba-4859-b0ed-26a66e3668e4,BANK_3,aa241ecf-79b2-41ea-8a78-4624ce361934,3410.11,2025-08-29 07:18:54
52124d55-862d-46df-aff4-afb6e22fe794,BANK_8,40a02dcc-cde0-4836-a4f3-544268529541,675.86,2025-08-24 23:24:37
c701a62d-8491-4eeb-87c0-a76e1c37c76e,BANK_3,e2350a44-a58f-4e1f-bbdd-bf72b995c74f,1905.3,2025-08-28 14:16:20
35a7c8bf-ae02-47d1-b99f-ae4cdcdfb217,BANK_10,5bc55730-a926-4847-a919-da4bd72ff664,1149.38,2025-09-02 13:08:23
a5f0ee78-16d0-4c3a-8f44-fc8bfde2c701,BANK_7,dfb2936a-4a55-4406-b7d7-385b0af6fcf7,704.02,2025-08-19 15:34:38
7343678b-1290-4075-b7e6-a06172d0a81d,BANK_6,57b80e70-e4e7-4aca-90b0-cec53e27b861,3668.39,2025-09-02 07:55:25
468df3e1-4371-484e-835e-71d8e2de66bf,BANK_6,26ef5467-0226-4d07-8208-513dbb8d0bec,2320.49,2025-08-28 11:50:14
a6bbd387-0da1-490b-bc76-465d55a169c0,BANK_10,b2e734c1-a973-4631-b671-43ce7f6b6d7a,867.93,2025-08-13 21:08:57
4b3e4c39-7a5d-49d8-8908-a7cd01637dbb,BANK_10,ced51158-66fe-4f2c-ae43-7f81258971f2,4551.7,2025-08-16 19:13:12
a35de92d-30d8-4543-8e25-6d922ccc0c9c,BANK_7,18d1813e-e028-465c-bc9a-85f789ba3bee,217.73,2025-08-26 05:40:18
15a33d68-ee40-453d-a0ef-e42c42d6f963,BANK_8,ca0c39a6-7717-4abc-971f-876a96dc2cd6,4870.03,2025-08-19 12:51:05
63ecb6c7-6f5b-403b-b648-06fb6bdec23e,BANK_3,4d15a7d5-6b8f-466a-975b-b49ac795b7a1,2356.8,2025-08-10 18:47:58
204b94ed-5324-4e41-a3db-4ab75d3afc0d,BANK_5,2bb682a9-4980-4670-86be-faf512ef7233,3640.39,2025-08-21 05:05:52
e4a6986c-3f8d-48d7-9176-d283d9452ddf,BANK_8,188b4da9-3770-4167-ab3f-a514d36ec039,3091.13,2025-08-14 23:30:38
eab4c49c-597b-4f1f-a498-eb892980293c,BANK_1,58ba7958-e865-4634-815a-612a719c9086,3890.04,2025-08-10 02:06:20
19b7a37e-91b9-49fa-af3d-aa6b2fdeb460,BANK_9,d127bff6-a92b-4de1-8dd9-af59bec0d24d,2405.52,2025-08-25 22:58:23
e735b1e3-1d59-4501-9a10-093386b14727,BANK_1,23cb6970-8023-42b9-bf71-c461328df1df,2075.95,2025-08-22 14:02:47
63e8b1c2-4b9d-40be-a21a-72dcc2595f7d,BANK_2,99cc6967-13bd-4246-999f-b352fd1849fc,4629.81,2025-08-13 07:11:38
909b27d6-e13a-4d6d-850c-02ffb81ad2b5,BANK_3,c98cd5da-9ccc-46fe-ad6e-cd7af15e1b27,954.68,2025-08-22 14:32:42
f76241a3-3004-4666-8074-8d2af85cf7a8,BANK_5,b7c8609f-eab9-41eb-8fb5-2f38fda8f780,1851.16,2025-08-31 18:43:21
2a18d621-1267-488e-a8ca-5171558f25f9,BANK_1,ba49826a-2422-404e-85ee-466f3d7d3f37,1632.05,2025-09-04 21:52:31
4995769b-ee5a-43b5-99a2-7031def30029,BANK_9,d6f6061b-979e-41d4-a15f-9ebe87e81224,4796.9,2025-09-05 18:00:33
0d58227d-374e-4e67-b1c5-43feb7156a06,BANK_10,c0f1f41b-ffce-440f-8371-e125a8b83f6d,3588.31,2025-08-11 21:37:12
91229ddd-edab-47b4-97fe-3911a91c97cb,BANK_1,bc5b20c7-e63c-4f6b-bc62-a4736f3367f6,1763.35,2025-08-17 14:00:32
